STT,MaSo,Thuoc,dvt,dongia,tondauky_sl,tondauky_thanhtien,nhaptrongky_sl,nhaptrongky_thanhtien,xuattrongky_sl,xuattrongky_thanhtien,toncuoiky_sl,toncuoiky_thanhtien,thang,nam,hoatchat_dvt
57,DAY006,"Dây thở oxy 2 nhánh trẻ em (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",sợi,3948,41,161868,0,0,9,35532,32,126336,3,2019,
58,DAY008,"Dây thở oxy một nhánh (Lô:),Date )'HSX:Mebiphar' 'NSX:Việt Nam",sợi,2625,10,26250,0,0,0,0,10,26250,3,2019,
59,DAYT01,"Dây truyền dịch an toàn  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:18N26K839A),Date 011223)'HSX:B.Braun' 'NSX:Việt Nam",Sợi,18850,400,7539999.6,1000,18849999,0,0,1400,26389998.6,3,2019,
60,DAYT01,"Dây truyền dịch an toàn  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:18N26K839A),Date 011223)'HSX:B.Braun' 'NSX:Việt Nam",Sợi,18850,1044,19679400,0,0,776,14627600,268,5051800,3,2019,
61,DAYT01,"Dây truyền dịch an toàn  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:19B01K842A),Date 010224)'HSX:B.Braun' 'NSX:Việt Nam",Sợi,18850,100,1885000,0,0,0,0,100,1885000,3,2019,
62,DOS001,"Dây truyền dịch có bầu pha thuốc  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:18E18G8C03),Date 010523)'HSX:B.Braun' 'NSX:Malaysia",bộ,57750,304,17556000,0,0,304,17556000,0,0,3,2019,
63,DOS001,"Dây truyền dịch có bầu pha thuốc  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:18G14G8C01),Date 010723)'HSX:B.Braun' 'NSX:Malaysia",bộ,57750,0,0,1200,69300000,470,27142500,730,42157500,3,2019,
64,INT001,"Dây truyền dịch tránh ánh sáng  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:18D27K839A),Date 010423)'HSX:B.Braun' 'NSX:Việt Nam",Bộ,26901,440,11836440,0,0,168,4519368,272,7317072,3,2019,
65,INT001,"Dây truyền dịch tránh ánh sáng  [Dây dẫn, dây truyền dịch các loại, các cỡ (bao gồm cả chạc nối, ống nối đi kèm)](Lô:18N13K843A),Date 011223)'HSX:B.Braun' 'NSX:Việt Nam",Bộ,26901,0,0,150,4035150,0,0,150,4035150,3,2019,
66,DAY011,"Dây truyền máu chất lượng cao  [Dây dẫn, dây truyền máu, truyền chế phẩm máu các loại, các cỡ](Lô:180376),Date 010521)'HSX:Perfect' 'NSX:Việt Nam",Bộ,8043,31584,254030112,0,0,3594,28906542,27990,225123570,3,2019,
67,GAC001,"Gạc tiệt trùng (Lô:),Date )'HSX:Bảo Thạch' 'NSX:Việt Nam",gói,4620,2155.2,9957024,1500,6930000,2635,12173700,1020.2,4713324,3,2019,
68,GAN001,"Găng tay phẩu thuật tiệt trùng số 7 (Lô:1812215),Date 011221)'HSX:Merufa' 'NSX:Việt Nam",đôi,2880,842,2424960,1200,3456000,1992,5736960,50,144000,3,2019,
69,GAN001,"Găng tay phẩu thuật tiệt trùng số 7 (Lô:1901023),Date 010124)'HSX:Merufa' 'NSX:Việt Nam",đôi,2880,0,0,600,1728000,0,0,600,1728000,3,2019,
70,HOL001,"Holder sử dụng nhiều lần (Lô:),Date )'HSX:Không xác định' 'NSX:Không xác định",cái,24400,30,732000,0,0,0,0,30,732000,3,2019,
71,KHO002,"Khoá 3 ngã (Discofix 3 way) (Lô:),Date )'HSX:Disposafe' 'NSX:India",Sợi,2835,1456,4127760,0,0,666,1888110,790,2239650,3,2019,
72,VEN001,"Kim bướm số 25  [Kim cánh bướm các loại các cỡ](Lô:),Date )'HSX:B.Braun' 'NSX:Malaysia",cái,4168.5,1621,6757138.5,0,0,48,200088,1573,6557050.5,3,2019,
73,KIM004,"Kim buồng tiêm truyền cấy dưới da người lớn (Size 8.5F), (Celsite ST305H SM Set Pur 8.5f) (Lô:36939794),Date 011123)'HSX:B.Braun' 'NSX:Germany",bộ,3950000,11,43450000,0,0,11,43450000,0,0,3,2019,
74,KIM004,"Kim buồng tiêm truyền cấy dưới da người lớn (Size 8.5F), (Celsite ST305H SM Set Pur 8.5f) (Lô:36942134),Date 010124)'HSX:B.Braun' 'NSX:Germany",bộ,3950000,0,0,10,39500000,1,3950000,9,35550000,3,2019,
75,KIMC02,"Kim chọc dò tủy sống số 22 (Spinal needle)  [Kim chọc, kim chọc dò các loại, các cỡ](Lô:1507027),Date 010620)'HSX:Becton Dickinson' 'NSX:Spain",Cái,21400,609,13032600,0,0,157,3359800,452,9672800,3,2019,
76,KIM005,"Kim chọc dò tủy sống số 22 (Spinal needle) (Lô:1507027),Date 010620)'HSX:B.Braun' 'NSX:Malaysia",cái,19600,21,411600,0,0,6,117600,15,294000,3,2019,
77,KIM006,"Kim chọc dò tủy sống số27 (Spinocan) (Lô:),Date )'HSX:B.Braun' 'NSX:Malaysia",cái,18998.7,2,37997.4,0,0,0,0,2,37997.4,3,2019,
78,KIMC04,"Kim chọc tủy xương dùng 1 lần[16G]  [Kim chọc hút tủy xương các loại, các cỡ](Lô:PNM1217-2),Date 160223)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,162000,199,32238000,0,0,199,32238000,0,0,3,2019,
79,KIMC04,"Kim chọc tủy xương dùng 1 lần[16G]  [Kim chọc hút tủy xương các loại, các cỡ](Lô:PNM1217-2),Date 161223)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,162000,1,162000,800,129600000,449,72738000,352,57024000,3,2019,
80,KIM013,"Kim cong cánh bướm (Lô:180086),Date 010620)'HSX:Perfect' 'NSX:Việt Nam",Cái,24600,62,1525200,0,0,5,123000,57,1402200,3,2019,
81,KIM008,"Kim lấy máu (Kim pha thuốc) (Lô:18K30G8851),Date 010923)'HSX:B.Braun' 'NSX:Malaysia",cái,649.99,16925,11001114.6,0,0,14128,9183086.98,2797,1818027.62,3,2019,
82,KIM008,"Kim lấy máu (Kim pha thuốc) (Lô:18M05G8822),Date 011123)'HSX:B.Braun' 'NSX:Malaysia",cái,649.99,0,0,10000,6499920,0,0,10000,6499920,3,2019,
83,KIM008,"Kim lấy máu (Kim pha thuốc) (Lô:18N13G8841),Date 011223)'HSX:B.Braun' 'NSX:Malaysia",cái,649.99,0,0,5000,3249960,0,0,5000,3249960,3,2019,
84,KIML01,"Kim luồn tĩnh mạch an toàn số 18 (QĐ957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18G28G8252),Date 010723)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,3150,48194971.65,0,0,815,12469492.67,2335,35725478.99,3,2019,
85,KIML02,"Kim luồn tĩnh mạch an toàn số 22 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18M01G8330),Date 011123)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,1847,28259083.38,0,0,1847,28259083.38,0,0,3,2019,
86,KIML02,"Kim luồn tĩnh mạch an toàn số 22 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18N31G8902),Date 011223)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,0,0,2000,30599982,0,0,2000,30599982,3,2019,
87,KIML02,"Kim luồn tĩnh mạch an toàn số 22 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:19A10G8382),Date 010124)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,0,0,2000,30599982,814,12454192.67,1186,18145789.33,3,2019,
88,KIML03,"Kim luồn tĩnh mạch an toàn số 24 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18L8372),Date 011023)'HSX:B.Braun' 'NSX:Malaysia",Cái,14500,27,391500,0,0,27,391500,0,0,3,2019,
89,KIML03,"Kim luồn tĩnh mạch an toàn số 24 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18N22G8391),Date 011223)'HSX:B.Braun' 'NSX:Malaysia",Cái,14500,200,2899999.4,0,0,14,202999.96,186,2696999.44,3,2019,
90,KIM010,"Kim móc câu (Cytocan) (Lô:18B13G8661),Date 010123)'HSX:B.Braun' 'NSX:Malaysia",cái,39900,1554,62004600,0,0,433,17276700,1121,44727900,3,2019,
91,KIMS02,"Kim sinh thiết xương dùng 1 lần [8G]  [Kim sinh thiết dùng một lần các loại, các cỡ](Lô:PNM0910-2),Date 090923)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,300000,111,33300000,100,30000000,91,27300000,120,36000000,3,2019,
92,KITT01,"Kít thu nhận bạch cầu Cobe Spectra  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:07B15212),Date 010720)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,24,115680000,41,197620000,32,154240000,33,159060000,3,2019,
93,KITT02,"Kít trao đổi huyết tương Cobe Spectra [Kít lớn]  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:07B15201),Date 010721)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,16,77120000,0,0,0,0,16,77120000,3,2019,
94,KITT02,"Kít trao đổi huyết tương Cobe Spectra [Kít lớn]  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:08B15238),Date 010821)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,8,38560000,6,28920000,3,14460000,11,53020000,3,2019,
95,LOC001,"Lọc khuẩn làm ẩm (3 chức năng) (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",cái,18900,0,0,20,378000,0,0,20,378000,3,2019,
96,MAN001,"Màng phim dán phẩu thuật (Lô:),Date )'HSX:3M Health care' 'NSX:USA",miếng,95000,50,4750000,0,0,0,0,50,4750000,3,2019,
97,MAS001,"Mask gây mê các số:4,5, 3, (Lô:),Date )'HSX:Great Mountain' 'NSX:Anh",cái,25200,20,504000,0,0,0,0,20,504000,3,2019,
98,MAS002,"Mask oxy có túi người lớn (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",sợi,12600,200,2520000,0,0,1,12600,199,2507400,3,2019,
99,MAS002,"Mask oxy có túi người lớn (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",sợi,13125,28,367500,0,0,28,367500,0,0,3,2019,
100,MAS003,"Mask oxy khí dung các size S,M, L, XL (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:Trung Quốc",sợi,11550,200,2310000,0,0,0,0,200,2310000,3,2019,
101,MAS003,"Mask oxy khí dung các size S,M, L, XL (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:Trung Quốc",sợi,12915,119,1536885,0,0,36,464940,83,1071945,3,2019,
102,MAS004,"Mask oxy người lớn không túi (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",sợi,9975,46,458850,0,0,0,0,46,458850,3,2019,
103,MAS005,"Mask oxy trẻ em có túi (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",cái,13125,40,525000,0,0,0,0,40,525000,3,2019,
104,MAS005,"Mask oxy trẻ em có túi (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",cái,13250.66,58,768538.03,0,0,2,26501.31,56,742036.72,3,2019,
105,MIE001,"Miếng dán chống nhiễm khuẩn chứa Chlohexine Gluconate Biopatch 92mg (Lô:2611149),Date 311219)'HSX:Johnson& Johnson' 'NSX:Anh",miếng,143220,294,42106680,0,0,48,6874560,246,35232120,3,2019,
106,MIN001,"MINI-Spike V Filter with 0.45 uM (Lô:18B06A8131),Date 060223)'HSX:B.Braun' 'NSX:Germany",cái,25147.5,18,452655,0,0,2,50295,16,402360,3,2019,
107,NHI001,"Nhiệt Kế (Lô:),Date )'HSX:Greatmed' 'NSX:Trung Quốc",cái,10815,331,3579765,0,0,157,1697955,174,1881810,3,2019,
108,NUTV01,"Nút vặn kim luồn (Heparin Cap)  [Nút chặn kim luồn (instopper hoặc tương đương)](Lô:1810033),Date 010923)'HSX:Lamed' 'NSX:India",Cái,970,948,919560,0,0,420,407400,528,512160,3,2019,
109,NUTV01,"Nút vặn kim luồn (Heparin Cap)  [Nút chặn kim luồn (instopper hoặc tương đương)](Lô:1810033),Date 300923)'HSX:Lamed' 'NSX:India",Cái,970,1000,970000,0,0,0,0,1000,970000,3,2019,
110,ONG001,"Ống hút đàm kín _Fr 14 (Lô:),Date )'HSX:Biotes AG' 'NSX:Đài Loan",bộ,189000,5,945000,0,0,3,567000,2,378000,3,2019,
111,ONG002.,"Ống hút đàm kín số 6Fr (Lô:),Date )'HSX:Biotes AG' 'NSX:Đài Loan",bộ,197400,10,1974000,0,0,0,0,10,1974000,3,2019,
112,ONG003,"Ống hút đàm kín số 8Fr (Lô:),Date )'HSX:Biotes AG' 'NSX:Đài Loan",bộ,197400,20,3948000,0,0,2,394800,18,3553200,3,2019,
113,ONG005,"Ống thông dạ dày (cho ăn) có nắp các số 08,10,12,14,16,18 (Lô:),Date )'HSX:Changzhou operson' 'NSX:Trung Quốc",cái,2478,95,235410,0,0,17,42126,78,193284,3,2019,
114,ONG004,"Ống thông nội khí quản có bóng (Các số) (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,10290,40,411600,0,0,0,0,40,411600,3,2019,
115,ONG004,"Ống thông nội khí quản có bóng (Các số) (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,9975,74,738150,0,0,25,249375,49,488775,3,2019,
116,ONGT03,"Ống tiêm 1cc, kim 26G x 1/2  [Bơm tiêm (Syringe) dùng một lần các loại, các cỡ](Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",Cái,546,1527,833742,3000,1638000,2701,1474746,1826,996996,3,2019,
117,ONGT02,"Ống tiêm 3cc + Kim 23G  [Bơm tiêm (Syringe) dùng một lần các loại, các cỡ](Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",Cái,546,1478.7,807370.2,2000,1092000,1377,751842,2101.7,1147528.2,3,2019,
118,ONGT01,"Ống tiêm 50cc, kim 23G  [Bơm tiêm (Syringe) dùng một lần các loại, các cỡ](Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",Cái,3528,257,906696,0,0,51,179928,206,726768,3,2019,
119,QUE001,"Que gòn tiệt trùng_(Lớn)_20 Que, (Lô:),Date )'HSX:Bảo Thạch' 'NSX:Việt Nam",gói,8400,1231,10340400,2000,16800000,1356,11390400,1875,15750000,3,2019,
120,QUE002,"Que gòn tiệt trùng_(Nhỏ)_5 Que (Lô:),Date )'HSX:Bảo Thạch' 'NSX:Việt Nam",gói,4725,1320,6237000,3500,16537500,3495,16513875,1325,6260625,3,2019,
121,SON001,"SONDE HICKMAN 2 NHÁNH 9.0 (Lô:),Date )'HSX:Bard' 'NSX:USA",bộ,4300000,2,8600000,0,0,0,0,2,8600000,3,2019,
122,SON003,"Sonde hút đàm có khóa các số: 14, 16 (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,1533,110,168630,0,0,10,15330,100,153300,3,2019,
123,SON004,"Sonde Rectal số 14 - 16 (Lô:),Date )'HSX:Mebiphar' 'NSX:Việt Nam",cái,2940,8,23520,0,0,1,2940,7,20580,3,2019,
124,SON005,"Sonde tiểu Foley 2 nhánh  số 12 (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,8400,20,168000,0,0,0,0,20,168000,3,2019,
125,SON005,"Sonde tiểu Foley 2 nhánh  số 12 (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,9073.35,27,244980.58,0,0,0,0,27,244980.58,3,2019,
126,SON006,"Sonde tiểu Foley 2 nhánh các số 10,14,16,18 (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",cái,7770,60,466200,0,0,0,0,60,466200,3,2019,
127,SON006,"Sonde tiểu Foley 2 nhánh các số 10,14,16,18 (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",cái,8400,90,756000,0,0,0,0,90,756000,3,2019,
128,SON006,"Sonde tiểu Foley 2 nhánh các số 10,14,16,18 (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",cái,8947.29,34,304207.98,0,0,16,143156.69,18,161051.28,3,2019,
129,SON007,"Sonde tiểu Foley số 8 (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,8400,20,168000,0,0,0,0,20,168000,3,2019,
130,SON007,"Sonde tiểu Foley số 8 (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,9884.35,58,573292.52,0,0,0,0,58,573292.52,3,2019,
131,SUR001,"Surflo I.V Catheter số 18G (Lô:),Date )'HSX:Terumo BCT' 'NSX:Philippines",cái,13500,28,378000,0,0,0,0,28,378000,3,2019,
132,TEG001,"Tegaderm Film CHG (Chlohexidin) (Lô:2019-07NO),Date 010719)'HSX:3M Health care' 'NSX:Germany",miếng,138864,25,3471600,0,0,25,3471600,0,0,3,2019,
133,TEG001,"Tegaderm Film CHG (Chlohexidin) (Lô:2019-09MJ),Date 010919)'HSX:3M Health care' 'NSX:Germany",miếng,138864,0,0,70,9720480,36,4999104,34,4721376,3,2019,
134,TEG002,"Tegaderm Film vô trùng 10 x 12cm (Lô:2020-10UE),Date 011020)'HSX:3M Health care' 'NSX:Germany",miếng,8740,64,559360,0,0,64,559360,0,0,3,2019,
135,TEG002,"Tegaderm Film vô trùng 10 x 12cm (Lô:2020-12TJ),Date 011220)'HSX:3M Health care' 'NSX:Germany",miếng,8900,0,0,200,1780000,169,1504100,31,275900,3,2019,
136,TUI001,"Túi cho ăn (Lô:),Date )'HSX:Greatmed' 'NSX:CHINA",cái,19425,37,718725,0,0,1,19425,36,699300,3,2019,
137,TUI002,"Túi chống đông ACDA 750ml/Túi(Lô:17BC3076C),Date 310319)'HSX:Terumo BCT' 'NSX:Mỹ",túi,200000,202,40400000,0,0,24,4800000,178,35600000,3,2019,
138,TUI003,"Túi nước tiểu 2000ml (Lô:),Date )'HSX:Great Mountain' 'NSX:Trung Quốc",cái,3843,119,457317,0,0,23,88389,96,368928,3,2019,
1,A.TC01,"A.T Calmax 456mg + 426mg [Calci glycerophosphat+ magnesi gluconat](Lô:),Date )'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Ống,1764,0,0,2520,4445280,4,7056,2516,4438224,4,2019,
2,ACEF01,"Acefalgan 500mg [Paracetamol (acetaminophen)](Lô:),Date )'HSX:Công ty cổ phần Dược phẩm Euvipharm' 'NSX:Việt Nam",Viên sủi,544,1670,908480,0,0,1180,641920,490,266560,4,2019,
3,ACEL02,"Acellbia 500mg/50ml [Rituximab](Lô:),Date )'HSX:""BIOCAD"" Closed Joint Stock Company (""BIOCAD"" CJSC)' 'NSX:Nga",Lọ,12600000,2,25200000,20,252000000,11,138600000,11,138600000,4,2019,rituximab_500mg_50ml_lo
4,ACTR01,"Actrapid 100 IU/ml [Insulin tác dụng nhanh, ngắn (Fast-acting, Short-acting) ](Lô:),Date )'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch",Lọ,100999.5,27,2726986.5,30,3029985,18,1817991,39,3938980.5,4,2019,
5,ACYC01,"Acyclovir 250mg [Aciclovir](Lô:),Date )'HSX:JSC ""Kievmedpreparat""' 'NSX:Ukraine",Lọ,273000,58,15834000,0,0,0,0,58,15834000,4,2019,
6,ACYC04,"Acyclovir 250mg [Aciclovir](Lô:),Date )'HSX:JSC ""Kievmedpreparat""' 'NSX:Ukraine",Lọ,273000,50,13650000,0,0,0,0,50,13650000,4,2019,
7,ACY001,"Acyclovir 250mg [Aciclovir](Lô:),Date )'HSX:JSC ""Kievmedpreparat""' 'NSX:Ukraine",lọ,273000,1,273000,0,0,0,0,1,273000,4,2019,
8,ACYC02,"Acyclovir Stada 800mg [Aciclovir](Lô:),Date )'HSX:Công ty TNHH liên doanh Stada-Việt Nam' 'NSX:Việt Nam",Viên,3966,855,3390930,385,1526910,980,3886680,260,1031160,4,2019,
9,ADA002,"Adalat LA 30mg [Nifedipin](Lô:),Date )'HSX:Bayer Pharma AG' 'NSX:Germany",viên,9453.99,29,274165.71,0,0,0,0,29,274165.71,4,2019,
10,ADRE02,"Adrenalin 1mg/1ml [Epinephrin (adrenalin)](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",Ống,2050,669,1371450,0,0,87,178350,582,1193100,4,2019,
11,AGIF01,"Agifuros 40mg [Furosemid ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Agimexpharm' 'NSX:Việt Nam",Viên,97,3822,370730.18,0,0,477,46268.52,3345,324461.66,4,2019,
12,ALBI02,"Albiomin 100ml 20% [Albumin](Lô:),Date )'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,1242000,84,104328000,50,62100000,21,26082000,113,140346000,4,2019,
13,ALDA01,"Aldactone 25mg [Spironolacton](Lô:),Date )'HSX:Olic (Thailand) Ltd' 'NSX:Thái Lan",Viên,1975,21453,42369673.24,0,0,8571,16927724.43,12882,25441948.81,4,2019,spironolacton_25_vien
14,ALDA01,"Aldactone 25mg [Spironolacton](Lô:),Date )'HSX:Olic (Thailand) Ltd' 'NSX:Thái Lan",Viên,1975,0,0,10000,19750000,0,0,10000,19750000,4,2019,spironolacton_25_vien
15,ALEX01,"Alexan (500mg) 50mg/ml [Cytarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,185000,9,1665000,0,0,3,555000,6,1110000,4,2019,
16,ALO002,"Aloxi 0,25mg/5ml [Palonosetron hydroclorid](Lô:),Date )'HSX:Helsinn Birex Pharmaceuticals Ltd' 'NSX:Ireland",lọ,1666500,20,33330000,0,0,0,0,20,33330000,4,2019,
17,ALO001,"Aloxi 0,25mg/5ml [Palonosetron hydroclorid](Lô:),Date )'HSX:Helsinn Birex Pharmaceuticals Ltd' 'NSX:Ireland",lọ,1666500,4,6666000,0,0,0,0,4,6666000,4,2019,
18,AMI0034,"Aminoplasmal B.Braun 10% E, 250ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,94599.99,100,9459999,0,0,100,9459999,0,0,4,2019,
19,AMI0034,"Aminoplasmal B.Braun 10% E, 250ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,94600,13,1229800,80,7568000,49,4635400,44,4162400,4,2019,
20,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,114999.99,40,4599999.6,0,0,21,2414999.79,19,2184999.81,4,2019,
21,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,115000,75,8625000,0,0,25,2875000,50,5750000,4,2019,
22,AMI0032,"Aminoplasmal B.Braun 5%E, 250ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,67725,60,4063500,30,2031750,4,270900,86,5824350,4,2019,
23,AMLO01,"Amlor 5mg [Amlodipin](Lô:),Date )'HSX:Pfizer Australia Pty Ltd' 'NSX:Úc",Viên,7593,4013,30470708.04,6000,45557999,417,3166280.9,9596,72862426.14,4,2019,
24,AMLO01,"Amlor 5mg [Amlodipin](Lô:),Date )'HSX:Pfizer Australia Pty Ltd' 'NSX:Úc",Viên,7593,1226,9309018,0,0,568,4312824,658,4996194,4,2019,
25,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:),Date )'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,347,624600000,100,180000000,104,187200000,343,617400000,4,2019,
26,AMPH03,"Amphotret (lô 2) 50mg [Amphotericin B*](Lô:),Date )'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,168000,526,88368000,150,25200000,299,50232000,377,63336000,4,2019,
27,AMPH02,"Amphotret 50mg [Amphotericin B*](Lô:),Date )'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,168000,0,0,0,0,0,0,0,0,4,2019,
28,ANGU01,"Angut 300mg [Allopurinol ](Lô:),Date )'HSX:Công Ty TNHH MTV Dược Phẩm DHG' 'NSX:Việt Nam",Viên,325,18134,5893550,0,0,6034,1961050,12100,3932500,4,2019,
29,ASAD01,"Asadin 10mg [Arsenic Trioxide](Lô:),Date )'HSX:TTY Biopharm Co., Ltd' 'NSX:Đài Loan",Lọ,2400000,0,0,40,96000000,25,60000000,15,36000000,4,2019,
30,ASP001,"Aspirin 81mg [Acetylsalicylic acid](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Agimexpharm' 'NSX:Việt Nam",viên,200,9633,1926588.44,0,0,89,17799.89,9544,1908788.55,4,2019,
31,ATIF01,"Atifolin inj 50mg/5ml [Calci folinat](Lô:),Date )'HSX:Nhà máy sản xuất Dược Phẩm An Thiên' 'NSX:Việt Nam",Lọ,35700,23,821100,100,3570000,23,821100,100,3570000,4,2019,
32,ATR001,"Atracurium- Hameln 25mg/2,5ml [Atracurium besylat](Lô:),Date )'HSX:Hameln Pharmaceuticals GmbH' 'NSX:Germany",ống,42820,52,2226640,0,0,0,0,52,2226640,4,2019,
33,ATR0021,"Atropin sulfat 0,25mg [Atropin (sulfat)](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",ống,720,85,61200,0,0,0,0,85,61200,4,2019,
34,ATR0022,"Augmentin 250mg+31,25mg [Amoxicilin + acid clavulanic](Lô:),Date )'HSX:Glaxo Wellcome Production' 'NSX:France",gói,10670,1200,12803999,0,0,0,0,1200,12803999,4,2019,
35,ATR0022,"Augmentin 250mg+31,25mg [Amoxicilin + acid clavulanic](Lô:),Date )'HSX:Glaxo Wellcome Production' 'NSX:France",gói,10670,494,5270980,480,5121600,294,3136980,680,7255600,4,2019,
36,AUGM01,"Augmentin 500mg; 125mg [Amoxicilin + acid clavulanic ](Lô:),Date )'HSX:SmithKline Beecham Pharmaceuticals' 'NSX:UK",Viên,11936,4824,57579261.53,1260,15039359,2191,26151774.91,3893,46466845.61,4,2019,amox_clavulanac_500_125_vien
37,AUGM01,"Augmentin 500mg; 125mg [Amoxicilin + acid clavulanic ](Lô:),Date )'HSX:SmithKline Beecham Pharmaceuticals' 'NSX:UK",Viên,11936,0,0,140,1671040,0,0,140,1671040,4,2019,amox_clavulanac_500_125_vien
38,AVE002,"Avelox 400mg/250ml [Moxifloxacin*](Lô:),Date )'HSX:Bayer Pharma AG' 'NSX:Germany",chai,367500,18,6615000,0,0,0,0,18,6615000,4,2019,
39,BAR0013,"Baraclude 0,5mg [Entecavir](Lô:),Date )'HSX:Bristol Myers Squibb' 'NSX:USA",viên,79894.99,1787,142772347.13,0,0,446,35633165.54,1341,107139181.59,4,2019,
40,BETA02,"Betadine Antiseptic Solution 125ml W/v 10% [Povidon iodin](Lô:),Date )'HSX:Mundipharma Pharmaceuticals Ltd.' 'NSX:Cyprus",Chai,42399,152,6444648,60,2543940,18,763182,194,8225406,4,2019,
