"","ma","thuoc","ThuongMai","dvt","hoatchat","nhomBD","nhomdieutri","tondauky_sl","tondauky_thanhtien","nhaptrongky_sl","nhaptrongky_thanhtien","xuattrongky_sl","xuattrongky_thanhtien","toncuoiky_sl","toncuoiky_thanhtien","thang","nam"
"833","AloT","aloxi, 0,25mg,lọ (pharmachemie,iceland)","aloxi","lo","palonosetron_0,25",1,33,9,14998500,0,0,0,0,9,14998500,2,2016
"834",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,45,44982,0,0,22,21991.2,23,22990.8,1,2014
"835",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,0,0,200,61740,200,61740,0,0,1,2014
"836",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,23,22990.8,0,0,22,21991.2,1,999.599999999999,2,2014
"837",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,1,999.6,0,0,0,0,1,999.6,3,2014
"838",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,1,999.6,0,0,0,0,1,999.6,4,2014
"839",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,1,999.6,0,0,0,0,1,999.6,5,2014
"840",NA,"alpha chymotrypsin, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,1,999.6,0,0,1,999.6,0,0,7,2014
"841",NA,"alpha chymotrypsine, 21microkatal,viên (sanofi ,việt nam)","alpha_chymotrypsin_sanofi","vien","alpha_chymotrypsin",2,39,1,999.6,0,0,0,0,1,999.6,6,2014
"842",NA,"alumina ii,gói (,)","alumina","goi","aluminum_phosphat_12,38g",2,32,0,0,400,160849.5,400,160849.5,0,0,1,2014
"843","AmiT4","amikacin , 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_250",2,8,2580,75852000,0,0,2346,68972400,234,6879600,10,2015
"844","AmiT4","amikacin , 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_250",2,8,234,6879600,0,0,211,6203400,23,676200,11,2015
"845","AmiT4","amikacin , 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_250",2,8,23,676200,0,0,23,676200,0,0,12,2015
"846","AmiT4","amikacin , 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_250",2,8,0,0,200,5880000,0,0,200,5880000,1,2016
"847","AmiT4","amikacin , 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_250",2,8,200,5880000,0,0,0,0,200,5880000,2,2016
"848",NA,"amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,0,0,200,5880000,0,0,200,5880000,7,2014
"849",NA,"amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,200,5880000,0,0,200,5880000,0,0,8,2014
"850","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,0,0,1000,29400000,0,0,1000,29400000,3,2015
"851","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,1000,29400000,2000,58800000,124,3645600,2876,84554400,4,2015
"852","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,2876,84554400,0,0,348,10231200,2528,74323200,5,2015
"853","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,2528,74323200,0,0,319,9378600,2209,64944600,6,2015
"854","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,2209,64944600,1000,29400000,315,9261000,2894,85083600,7,2015
"855","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,2894,85083600,0,0,1225,36015000,1669,49068600,8,2015
"856","AmiT4","amikacin , 250mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_250",2,8,1669,49068600,4000,117600000,3089,90816600,2580,75852000,9,2015
"857","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,200,5880000,0,0,0,0,200,5880000,3,2016
"858","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,200,5880000,3000,88200000,815,23961000,2385,70119000,4,2016
"859","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,2385,70119000,800,23520000,2976,87494400,209,6144600,5,2016
"860","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,209,6144600,6370,187278000,3422,100606800,3157,92815800,6,2016
"861","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,3157,92815800,3600,105840000,3500,102900000,3257,95755800,7,2016
"862","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,3257,95755800,6000,176400000,3580,105252000,5677,166903800,8,2016
"863","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,5677,166903800,0,0,3102,91198800,2575,75705000,9,2016
"864","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,2575,75705000,300,8820000,2875,84525000,0,0,10,2016
"865","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,0,0,0,0,0,0,0,0,11,2016
"866","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,0,0,2000,58800000,0,0,2000,58800000,12,2016
"867","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,2000,58800000,0,0,0,0,2000,58800000,1,2017
"868","AmiT4","amikacin 125mg/ml
 , 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,2000,58800000,500,14700000,0,0,2500,73500000,2,2017
"869","AmiT9","amikacin 125mg/ml
 *_, 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,0,0,2000,52920000,0,0,2000,52920000,4,2017
"870","AmiT9","amikacin 125mg/ml
 *_, 250mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,2000,52920000,0,0,0,0,2000,52920000,5,2017
"871","AmiT9","amikacin 125mg/ml
 *_, 250mg,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,1885,49877100,5000,132300000,3979,105284340,2906,76892760,7,2017
"872","AmiT9","amikacin 125mg/ml
 *_, 250mg,ống (sopharma plc,bungari) l10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,2000,52920000,0,0,115,3042900,1885,49877100,6,2017
"873","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,2500,73500000,8600,252840000,1214,35691600,9886,290648400,3,2017
"874","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,9886,290648400,0,0,3182,93550800,6704,197097600,4,2017
"875","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_125",2,8,6704,197097600,0,0,3387,99577800,3317,97519800,5,2017
"876","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,3317,97519800,0,0,3314,97431600,3,88200,6,2017
"877","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,3,88200,0,0,3,88200,0,0,7,2017
"878","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,0,0,0,0,-10,-294000,10,294000,10,2017
"879","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,10,294000,0,0,0,0,10,294000,11,2017
"880","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,10,294000,0,0,0,0,10,294000,12,2017
"881","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,10,294000,0,0,10,294000,0,0,1,2018
"882","AmiT4","amikacin 125mg/ml
 *, 250mg/2ml
 ,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_125",2,8,0,0,0,0,0,0,0,0,2,2018
"883","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_250",2,8,2170,57418200,1000,26460000,773,20453580,2397,63424620,1,2018
"884","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_250",2,8,2397,63424620,0,0,574,15188040,1823,48236580,2,2018
"885","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_250",2,8,1823,48236580,0,0,729,19289340,1094,28947240,3,2018
"886","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_250",2,8,1094,28947240,6480,171460800,2372,62763120,5202,137644920,4,2018
"887","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_250",2,8,5202,137644920,0,0,4332,114624720,870,23020200,5,2018
"888","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_250",2,8,870,23020200,0,0,866,22914360,4,105840,6,2018
"889","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_250",2,8,2906,76892760,2000,52920000,1129,29873340,3777,99939420,8,2017
"890","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_250",2,8,3777,99939420,2000,52920000,1163,30772980,4614,122086440,9,2017
"891","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_250",2,8,4614,122086440,0,0,715,18918900,3899,103167540,10,2017
"892","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) 10716, 01/07/2018","amikacin_sophar","ong","amikacin_250",2,8,3899,103167540,0,0,901,23840460,2998,79327080,11,2017
"893","AmiT9","amikacin 250mg *_,ống (sopharma plc,bungari) l10716, 01/07/2018","amikacin_sophar","ong","amikacin_250",2,8,2998,79327080,0,0,828,21908880,2170,57418200,12,2017
"894","AMI001","Amikacin 250mg/2ml [Amikacin*](Lô: ),Date )'HSX:Sopharma PLC' 'NSX:Bungari","amikacin_sophar","ong","amikacin_250",2,8,4,105840,0,0,4,105840,0,0,7,2018
"895","AmiT5","amikacin 500mg, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,0,0,1000,36750000,333,12237750,667,24512250,10,2016
"896","AmiT5","amikacin 500mg, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,667,24512250,3000,110250000,2086,76660500,1581,58101750,11,2016
"897","AmiT5","amikacin 500mg, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1581,58101750,2000,73500000,1581,58101750,2000,73500000,12,2016
"898","AmiT5","amikacin 500mg, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,2000,73500000,0,0,103,3785250,1897,69714750,1,2017
"899","AmiT5","amikacin 500mg, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1897,69714750,1000,36750000,1720,63210000,1177,43254750,2,2017
"900","AmiT10","amikacin 500mg*_, 500mg,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,0,0,2000,73880000,0,0,2000,73880000,6,2017
"901","AmiT10","amikacin 500mg*_, 500mg,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,2000,73880000,2000,73880000,355,13113700,3645,134646300,7,2017
"902","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,3645,134646300,0,0,1882,69521080,1763,65125220,8,2017
"903","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 10217, 01/02/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,1763,65125220,2000,73880000,1505,55594700,2258,83410520,9,2017
"904","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 20717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,5557,205275580,0,0,1771,65420740,3786,139854840,12,2017
"905","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 20717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,4172,154113680,0,0,1340,49499600,2832,104614080,2,2018
"906","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 20717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,2832,104614080,0,0,1670,61689800,1162,42924280,3,2018
"907","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 20717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,1162,42924280,0,0,1162,42924280,0,0,4,2018
"908","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 20717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,0,0,0,0,0,0,0,0,5,2018
"909","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 30717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,2258,83410520,2000,73880000,1768,65309920,2490,91980600,10,2017
"910","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 30717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,2490,91980600,5000,184700000,1933,71405020,5557,205275580,11,2017
"911","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 30717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,3786,139854840,2000,73880000,1614,59621160,4172,154113680,1,2018
"912","AmiT10","amikacin 500mg*_,ống (sopharma plc,bungari) 30717, 01/07/2019","amikacin_sophar","ong","amikacin_500_2ml",2,8,0,0,0,0,0,0,0,0,6,2018
"913","AmiT5","amikacin 500mg*, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1177,43254750,0,0,1176,43218000,1,36750,3,2017
"914","AmiT5","amikacin 500mg*, 500mg/2ml
 ,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1,36750,0,0,1,36750,0,0,4,2017
"915","AmiT5","amikacin, 500mg,ống (sopharma plc,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1,39900,0,0,1,39900,0,0,10,2015
"916","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,0,0,1000,39900000,0,0,1000,39900000,3,2015
"917","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1000,39900000,5000,199500000,885,35311500,5115,204088500,4,2015
"918","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,5115,204088500,0,0,1716,68468400,3399,135620100,5,2015
"919","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,3399,135620100,0,0,1524,60807600,1875,74812500,6,2015
"920","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1875,74812500,1000,39900000,1555,62044500,1320,52668000,7,2015
"921","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,1320,52668000,0,0,1315,52468500,5,199500,8,2015
"922","AmiT5","amikacin, 500mg,ống (sopharma,bungari)","amikacin_sophar","ong","amikacin_500_2ml",2,8,5,199500,0,0,4,159600,1,39900,9,2015
"923",NA,"aminoplasmal 5%, 250ml,chai (b.braun melsungen ag,germany)","1.90808155603424E+017","chai","aminoplasmal_5%_250",1,47,54,3504060,0,0,5,324450,49,3179610,1,2014
"924",NA,"aminoplasmal 5%, 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 250","chai","aminoplasmal_5%_250",1,47,49,3179610,0,0,11,713790,38,2465820,2,2014
"925",NA,"aminoplasmal 5%, 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 250","chai","aminoplasmal_5%_250",1,47,38,2465820,0,0,14,908460,24,1557360,3,2014
"926",NA,"aminoplasmal 5%, 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 250","chai","aminoplasmal_5%_250",1,47,24,1557360,50,3360000,25,1624560,49,3292800,4,2014
"927",NA,"aminoplasmal 5%, 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 250","chai","aminoplasmal_5%_250",1,47,49,3292800,0,0,14,940800,35,2352000,5,2014
"928",NA,"aminoplasmal 5%, 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 250","chai","aminoplasmal_5%_250",1,47,35,2352000,30,1946700,10,672000,55,3626700,6,2014
"929",NA,"aminoplasmal 5%, 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 500","chai","aminoplasmal_5%_500",1,47,56,6003480,0,0,14,1500870,42,4502610,1,2014
"930",NA,"aminoplasmal 5%, 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 500","chai","aminoplasmal_5%_500",1,47,42,4502610,0,0,8,857640,34,3644970,2,2014
"931",NA,"aminoplasmal 5%, 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 500","chai","aminoplasmal_5%_500",1,47,34,3644970,0,0,28,3001740,6,643230,3,2014
"932",NA,"aminoplasmal 5%, 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 500","chai","aminoplasmal_5%_500",1,47,6,643230,50,5593250,6,643230,50,5593250,4,2014
"933",NA,"aminoplasmal 5%, 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 500","chai","aminoplasmal_5%_500",1,47,50,5593250,0,0,2,223730,48,5369520,5,2014
"934",NA,"aminoplasmal 5%, 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 5% e 500","chai","aminoplasmal_5%_500",1,47,48,5369520,30,3216150,66,7299210,12,1286460,6,2014
"935","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,25,3592800,10,1437120,1,143712,34,4886208,3,2016
"936","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,34,4886208,20,2874240,20,2874240,34,4886208,4,2016
"937","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,34,4886208,40,5748479.55,63,9053855.55,11,1580832,5,2016
"938","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,11,1580832,80,11496960,44,6323328,47,6754464,6,2016
"939","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,47,6754464,50,7185600,97,13940064,0,0,7,2016
"940","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,0,0,60,8622719.7,21,3017952,39,5604767.7,9,2016
"941","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,39,5604767.7,0,0,34,4886207.8,5,718559.899999999,10,2016
"942","AmBT2","aminoplasmal b.braun 10% e
 , 10% e,500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,5,718559.9,0,0,5,718559.9,0,0,11,2016
"943","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,0,0,30,2703750,15,1351875,15,1351875,3,2015
"944","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,15,1351875,0,0,0,0,15,1351875,4,2015
"945","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,15,1351875,0,0,0,0,15,1351875,5,2015
"946","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,15,1351875,0,0,0,0,15,1351875,6,2015
"947","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,15,1351875,0,0,0,0,15,1351875,7,2015
"948","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,15,1351875,0,0,10,901250,5,450625,8,2015
"949","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,5,450625,10,928660,7,636357,8,742928,9,2015
"950","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,8,742928,0,0,8,742928,0,0,10,2015
"951","AmBT1","aminoplasmal b.braun 10% e
 , 250ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,0,0,50,4643300,0,0,50,4643300,2,2017
"952","AmBT2","aminoplasmal b.braun 10% e
 , 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,0,0,20,2874240,0,0,20,2874240,10,2015
"953","AmBT2","aminoplasmal b.braun 10% e
 , 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,20,2874240,0,0,0,0,20,2874240,11,2015
"954","AmBT2","aminoplasmal b.braun 10% e
 , 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,20,2874240,20,2874240,1,143712,39,5604768,12,2015
"955","AmBT2","aminoplasmal b.braun 10% e
 , 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,39,5604768,0,0,3,431136,36,5173632,1,2016
"956","AmBT2","aminoplasmal b.braun 10% e
 , 500ml,chai (b.braun melsungen ag,germany)","aminoplasmal b.braun 10% e 500","chai","aminoplasmal_10%_500",1,47,36,5173632,0,0,11,1580832,25,3592800,2,2016
"957","AmBT3","aminoplasmal b.braun 10% e
 *_, 250ml,chai (b.braun melsungen ag,germany) 170738062, 14/02/2020","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,0,0,180,16715878.9,85,7893609.85,95,8822269.05,7,2017
"958","AmBT3","aminoplasmal b.braun 10% e
 *_, 250ml,chai (b.braun melsungen ag,germany) 170738062, 14/02/2020","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,95,8822269.05,150,13929899,125,11608249.05,120,11143919,8,2017
"959","AmBT3","aminoplasmal b.braun 10% e
 *_, 250ml,chai (b.braun melsungen ag,germany) 171328062, 27/03/2020","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,120,11143919,170,15787219,118,10958187.03,172,15972950.97,9,2017
"960","AmBT3","aminoplasmal b.braun 10% e
 *_, 250ml,chai (b.braun melsungen ag,germany) 171958061, 11/05/2020","aminoplasmal b.braun 10% e 250","chai","aminoplasmal_10%_250",1,47,172,15972950.97,0,0,172,15972950.97,0,0,10,2017
